	500
	20
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
	0.2	1 
